title,totalScore,reviewsCount,street,city,state,countryCode,website,phone,categories/0,categories/1,categories/2,categories/3,categories/4,url,categoryName,categories/5,categories/6,categories/7,categories/8,categories/9,imageUrl
Rumah Kue Nyonya Lani,4.4,272.0,Jl. Kesunean No.3,Kota Cirebon,Jawa Barat,ID,https://tokopedia.link/SekB7Kyq2zb,+62 811-2188-945,Toko Kue,,,,,https://www.google.com/maps/search/?api=1&query=Rumah%20Kue%20Nyonya%20Lani&query_place_id=ChIJu5W3mYHibi4Rw_R67ulUTbY,Toko Kue,,,,,,
Bakso Rudal Mas Kemet,4.3,167.0,Jl. Kasepuhan No.37,Kota Cirebon,Jawa Barat,ID,,+62 852-9554-7234,Restoran Bakso,Rumah Makan,Makanan,Makanan dan Minuman,,https://www.google.com/maps/search/?api=1&query=Bakso%20Rudal%20Mas%20Kemet&query_place_id=ChIJNY--aoDibi4RRT10Ns4l06s,Restoran Bakso,,,,,,
Serabi Pulasaren,4.5,220.0,Jl. Pulasaren,Kota Cirebon,Jawa Barat,ID,,+62 877-1054-8352,Pujasera,,,,,https://www.google.com/maps/search/?api=1&query=Serabi%20Pulasaren&query_place_id=ChIJGZV__H7ibi4ReScGRLcy5Ks,Pujasera,,,,,,
Soto Ayam Semarang - Pulasaren,4.5,298.0,"Samping indomaret, Jl. Pulasaren No.56c",Kota Cirebon,Jawa Barat,ID,https://instagram.com/sotosmgpulasaren,+62 822-1692-7250,Restoran Jawa,Restoran Sate,Restoran Soto Ayam,,,https://www.google.com/maps/search/?api=1&query=Soto%20Ayam%20Semarang%20-%20Pulasaren&query_place_id=ChIJvZoQ-H7ibi4Rhfxl6RY7GhY,Restoran Jawa,,,,,,
Baso Sidodadi Mas Joni,4.6,639.0,"Jl. Pegajahan No.05, RT.01/RW.04",Kota Cirebon,Jawa Barat,ID,,+62 853-1643-7753,Restoran Bakso,,,,,https://www.google.com/maps/search/?api=1&query=Baso%20Sidodadi%20Mas%20Joni&query_place_id=ChIJWVpevAjjbi4RR7iyN4MCSTw,Restoran Bakso,,,,,,
EO Fun games & City tour,5.0,161.0,Permata Harjamukti Tahap 6 Blok M4 No 03,Kota Cirebon,Jawa Barat,ID,http://www.outbondcirebon.blogspot.co.id/,+62 818-237-171,Kantor Perusahaan,,,,,https://www.google.com/maps/search/?api=1&query=EO%20Fun%20games%20%26%20City%20tour&query_place_id=ChIJVYMoKWYdby4RBGOOAJ6U9hU,Kantor Perusahaan,,,,,,
Andalus City Cirebon,4.6,266.0,"Sudut Simpang 6, Jl. Pramuka",Kota Cirebon,Jawa Barat,ID,http://andaluscity.com/,+62 822-9520-9160,Pusat Bisnis,Gedung Pertemuan,Gedung Pernikahan,,,https://www.google.com/maps/search/?api=1&query=Andalus%20City%20Cirebon&query_place_id=ChIJYZ2cuQAdby4R9vf3lP42sNI,Pusat Bisnis,,,,,,
Ini Kopi Ulon Ciremai Raya,4.8,485.0,Jl. Ciremai Raya,Kota Cirebon,Jawa Barat,ID,http://desty.page/inikopiulon,+62 822-6836-7017,Kafe,Kedai Kopi,,,,https://www.google.com/maps/search/?api=1&query=Ini%20Kopi%20Ulon%20Ciremai%20Raya&query_place_id=ChIJ7Q8AN0Adby4RH3A8wUW-glg,Kafe,,,,,,
Wizzmie Cirebon kesambi,4.8,14525.0,"Jl. Kesambi No.193, RT.004/RW.008",Kota Cirebon,Jawa Barat,ID,,+62 813-1255-5334,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Wizzmie%20Cirebon%20kesambi&query_place_id=ChIJcVB8eP8dby4RBwbVp7K0bC8,Restoran,,,,,,
Coffee Zeid,4.9,33.0,Jl. Gunung Semeru D1 No.60,Kota Cirebon,Jawa Barat,ID,,+62 812-9130-0762,Kedai Kopi,Kafe,,,,https://www.google.com/maps/search/?api=1&query=Coffee%20Zeid&query_place_id=ChIJQ7vUrJUdby4R1RKPnG3EUb0,Kedai Kopi,,,,,,
Richeese Factory Ciremai Raya,4.5,621.0,"7H26+46G, Jl. Ciremai Raya",Kota Cirebon,Jawa Barat,ID,,,Restoran,,,,,https://www.google.com/maps/search/?api=1&query=Richeese%20Factory%20Ciremai%20Raya&query_place_id=ChIJs9OuAREdby4RiTKJwCdNw2E,Restoran,,,,,,
Museum Kota Lama,4.6,1530.0,Jl. K.H. Agus Salim No.1a,Kota Semarang,Jawa Tengah,ID,,,Museum,,,,,https://www.google.com/maps/search/?api=1&query=Museum%20Kota%20Lama&query_place_id=ChIJNQOtDETzcC4RnOp9ejrKX-s,Museum,,,,,,
Pura Agung Giri Natha Semarang,4.8,1366.0,Jl. Sumbing No.12,Kota Semarang,Jawa Tengah,ID,,+62 24 76585330,Pura,Tujuan Wisata,,,,https://www.google.com/maps/search/?api=1&query=Pura%20Agung%20Giri%20Natha%20Semarang&query_place_id=ChIJRcZtUmiLcC4RIL16Ppc0CIE,Pura,,,,,,
Museum Kereta Api Ambarawa,4.6,15971.0,Jl. Stasiun No.1,Kabupaten Semarang,Jawa Tengah,ID,https://kaiwisata.id/,+62 813-2570-9010,Museum Rel Kereta,Bangunan pusaka,Museum Sejarah,Perusahaan Kereta Api,Tujuan Wisata,https://www.google.com/maps/search/?api=1&query=Museum%20Kereta%20Api%20Ambarawa&query_place_id=ChIJr-HPZp-BcC4R9jEme1Ofkl0,Museum Rel Kereta,,,,,,
Monumen Palagan Ambarawa,4.5,4715.0,"PCR3+22V, Jl. Mgr. Sugiyopranoto",Kabupaten Semarang,Jawa Tengah,ID,,,Monumen,Wisata,Tujuan Wisata,,,https://www.google.com/maps/search/?api=1&query=Monumen%20Palagan%20Ambarawa&query_place_id=ChIJ6UqOtAqBcC4R6x4Cn62mY4M,Monumen,,,,,,
GPIB Immanuel Semarang (Gereja Blenduk),4.6,2729.0,Jl. Letjen Suprapto No.32,Kota Semarang,Jawa Tengah,ID,http://gpib.or.id/,+62 24 86570646,Gereja Protestan,Gereja,Gereja Aliran Baru,,,https://www.google.com/maps/search/?api=1&query=GPIB%20Immanuel%20Semarang%20(Gereja%20Blenduk)&query_place_id=ChIJReO4SUPzcC4RdPCSqoDH0Y8,Gereja Protestan,,,,,,
Masjid Kapal Assafinatun Najah,4.1,2617.0,Jl. Kyai Padak,Kota Semarang,Jawa Tengah,ID,,,Masjid,,,,,https://www.google.com/maps/search/?api=1&query=Masjid%20Kapal%20Assafinatun%20Najah&query_place_id=ChIJRdAeQ1JgcC4REiEH0OYA0I0,Masjid,,,,,,
Pecinan Semarang,4.5,4434.0,2CGF+2XH,Kota Semarang,Jawa Tengah,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pecinan%20Semarang&query_place_id=ChIJqylNsar0cC4Rh3gHj5L2f74,Tujuan Wisata,,,,,,
Taman Kasmaran,4.5,1141.0,2C54+JJG,Kota Semarang,Jawa Tengah,ID,,,Taman,,,,,https://www.google.com/maps/search/?api=1&query=Taman%20Kasmaran&query_place_id=ChIJ3RknjyuLcC4Rwh9EuVchNlA,Taman,,,,,,
Lawang Sewu Semarang,4.6,70474.0,"Lawang Sewu, Jl. Pemuda No.160",Kota Semarang,Jawa Tengah,ID,,+62 812-1516-8808,Tujuan Wisata,Bangunan Bersejarah,Museum,,,https://www.google.com/maps/search/?api=1&query=Lawang%20Sewu%20Semarang&query_place_id=ChIJkwOvGU-LcC4RDe0NI-RNMBE,Tujuan Wisata,,,,,,
Hutan Wisata Tinjomoyo Semarang,4.3,974.0,Jl. Tinjomoyo Barat,Kota Semarang,Jawa Tengah,ID,,+62 898-8053-535,Bumi perkemahan,,,,,https://www.google.com/maps/search/?api=1&query=Hutan%20Wisata%20Tinjomoyo%20Semarang&query_place_id=ChIJp5if4JaLcC4R1LzeBSVGCRM,Bumi perkemahan,,,,,,
Desa Wisata Lembah Kalipancur,3.9,2049.0,"X9HG+W7F, Jl. Raya Kalipancur Manyaran, Jl. Candi Penataran Raya",Kota Semarang,Jawa Tengah,ID,,+62 24 7629990,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Desa%20Wisata%20Lembah%20Kalipancur&query_place_id=ChIJMzFPVVSKcC4R05cWREba5Ys,Tujuan Wisata,,,,,,
Lisin gedongsongo,4.6,17059.0,Jl. Ke Candi Gedong Songo,Kabupaten Semarang,Jawa Tengah,ID,https://candigedongsongo.web.id/,+62 816-288-344,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Lisin%20gedongsongo&query_place_id=ChIJc1r5806HcC4RKiTkolztMVM,Tujuan Wisata,,,,,,
Kolam Renang Tirto Argo Siwarak,4.4,4440.0,"Jl. Tirto Argo, RT.04/RW.08",Kabupaten Semarang,Jawa Tengah,ID,,+62 856-0085-5500,Taman Rekreasi Air,Kolam Renang,Tujuan Wisata,,,https://www.google.com/maps/search/?api=1&query=Kolam%20Renang%20Tirto%20Argo%20Siwarak&query_place_id=ChIJIdZRsZuIcC4RZ3SNES1uzSs,Taman Rekreasi Air,,,,,,
SAM POO KONG,4.5,28040.0,"Klenteng Sam Po Kong, Jl. Taman Gedung Batu Raya",Kota Semarang,Jawa Tengah,ID,https://sampookong.com/,+62 24 76431701,Vihara,Bangunan Bersejarah,Tempat Ibadah,Tujuan Wisata,,https://www.google.com/maps/search/?api=1&query=SAM%20POO%20KONG&query_place_id=ChIJq6qq-kaLcC4Rdr0T_lHlf-8,Vihara,,,,,,
Grand Maerakaca Taman Mini Jawa Tengah,4.4,5527.0,Jl. Puri Anjasmoro,Kota Semarang,Jawa Tengah,ID,,+62 24 7617433,Tujuan Wisata,Taman Hiburan,Taman Ekologi,Taman,,https://www.google.com/maps/search/?api=1&query=Grand%20Maerakaca%20Taman%20Mini%20Jawa%20Tengah&query_place_id=ChIJ56au0dH0cC4RokcyVYnaNvk,Tujuan Wisata,,,,,,
Pantai Cipta,4.1,824.0,"3C36+FV3, Jl. Kw. Cipta |||",Kota Semarang,Jawa Tengah,ID,,,Pantai Umum,Tujuan Wisata,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Cipta&query_place_id=ChIJ6w_eEZH0cC4RjFy7qE4PaNA,Pantai Umum,,,,,,
Pantai Marina,4.2,16336.0,29WP+4FC,Kota Semarang,Jawa Tengah,ID,,,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Marina&query_place_id=ChIJoY5PbuX0cC4R0G1g0HLuK88,Tujuan Wisata,,,,,,
Jembatan Biru Sumurup Rawa pening,4.3,2789.0,Jl. Dusun Sumurup,Kabupaten Semarang,Jawa Tengah,ID,,+62 813-2564-0499,Tujuan Wisata,Jembatan,,,,https://www.google.com/maps/search/?api=1&query=Jembatan%20Biru%20Sumurup%20Rawa%20pening&query_place_id=ChIJMTzuvTKCcC4RZEpvJVGgjTs,Tujuan Wisata,,,,,,
Taman Pandanaran,4.4,1890.0,"2C68+VVQ, Jl. Pandanaran",Kota Semarang,Jawa Tengah,ID,http://www.semarangkota.go.id/,,Taman Kota,Taman,Tujuan Wisata,,,https://www.google.com/maps/search/?api=1&query=Taman%20Pandanaran&query_place_id=ChIJs6kBWFqLcC4RHnq-X4GvFrU,Taman Kota,,,,,,
Masjid Agung Al Mabrur Ungaran,4.7,694.0,"VC85+3HF, Jl. Ahmad Yani",Kabupaten Semarang,Jawa Tengah,ID,,,Masjid,,,,,https://www.google.com/maps/search/?api=1&query=Masjid%20Agung%20Al%20Mabrur%20Ungaran&query_place_id=ChIJi4OgyaaIcC4RlmZrPzGSAHU,Masjid,,,,,,
Taman Indonesia Kaya,4.6,15191.0,Jl. Menteri Supeno No.11A,Kota Semarang,Jawa Tengah,ID,http://www.indonesiakaya.com/,,Taman Kota,Taman Nasional,,,,https://www.google.com/maps/search/?api=1&query=Taman%20Indonesia%20Kaya&query_place_id=ChIJ8ex3q12LcC4RSqQKrADCNTQ,Taman Kota,,,,,,
Tugu Muda Semarang,4.7,14852.0,Jl. Pandanaran,Kota Semarang,Jawa Tengah,ID,,,Bangunan Bersejarah,,,,,https://www.google.com/maps/search/?api=1&query=Tugu%20Muda%20Semarang&query_place_id=ChIJlVAaf72LcC4RWlxSwUHzXvY,Bangunan Bersejarah,,,,,,
Thematic Kampung Jawi,4.6,2880.0,"Jl. Kalialang Lama, RT.02/RW.01",Kota Semarang,Jawa Tengah,ID,https://instagram.com/kampungjawi?utm_medium=copy_link,+62 857-1207-0343,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Thematic%20Kampung%20Jawi&query_place_id=ChIJW3-WUq2LcC4R7sRRqki2lrc,Tujuan Wisata,,,,,,
Air Terjun Semirang,4.6,1665.0,Loket wisata,Kabupaten Semarang,Jawa Tengah,ID,,+62 831-0857-2270,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Air%20Terjun%20Semirang&query_place_id=ChIJh_9_CEyGcC4RWOVXLZUT-Nk,Tujuan Wisata,,,,,,
Kebun Durian dan Wisata Edukasi Watu Simbar,4.1,849.0,Jl. Mr. Koesbiono Tjondro Wibowo,Kota Semarang,Jawa Tengah,ID,,+62 822-3721-4294,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Kebun%20Durian%20dan%20Wisata%20Edukasi%20Watu%20Simbar&query_place_id=ChIJPV75rw-JcC4RTy70I9oZ7Uw,Tujuan Wisata,,,,,,
Kampung Batik Gedong Semarang,4.4,1400.0,Jl. Batik No.698A,Kota Semarang,Jawa Tengah,ID,,+62 858-5758-5837,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Kampung%20Batik%20Gedong%20Semarang&query_place_id=ChIJBTQQu1bzcC4Rz3QRRsvs5ls,Tujuan Wisata,,,,,,
Gua Maria Kerep Ambarawa,4.9,4373.0,Jl. Tentara Pelajar,Kabupaten Semarang,Jawa Tengah,ID,https://www.gmka.or.id/,+62 823-2888-4104,Tempat Ziarah,Gereja Katolik,Tempat Religius,,,https://www.google.com/maps/search/?api=1&query=Gua%20Maria%20Kerep%20Ambarawa&query_place_id=ChIJ-RBB4gqBcC4R6Z7px6iRu2Y,Tempat Ziarah,,,,,,
Kampoeng Rawa,4.3,3677.0,Jl. Lkr. Ambarawa No.KM.03,Kabupaten Semarang,Jawa Tengah,ID,,+62 812-2521-3399,Tujuan Wisata,,,,,https://www.google.com/maps/search/?api=1&query=Kampoeng%20Rawa&query_place_id=ChIJAxk6oIiBcC4RDVdXoyy_mO0,Tujuan Wisata,,,,,,
Kampoeng Kopi Banaran,4.4,14728.0,"Jl. Raya Bawen - Solo KM 1,5 Bawen",Kabupaten Semarang,Jawa Tengah,ID,http://www.kampoengkopibanaran.co.id/,+62 811-2721-770,Tujuan Wisata,Wahana Taman Hiburan,Kamp musim panas anak-anak,Kedai Kopi,Hotel,https://www.google.com/maps/search/?api=1&query=Kampoeng%20Kopi%20Banaran&query_place_id=ChIJ-9JlAnxwei4R0SmxRv26nXM,Tujuan Wisata,Bar lounge,Restoran,Titik Pemandangan,Pusat Informasi Pariwisata,,
Jurang Tembelan Kanigoro,4.5,4138.0,Jurangtembelan,Kabupaten Bantul,Daerah Istimewa Yogyakarta,ID,,+62 838-3339-4579,,,,,,https://www.google.com/maps/search/?api=1&query=Jurang%20Tembelan%20Kanigoro&query_place_id=ChIJYWmf-l5Tei4Rny4GNmuqTNk,Tujuan Wisata,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG43We2KrZJ3nXJRI_K0Jcwoqlq5FX3JT4mO7_p-hK-x34f4Clj_D4rQEsVRMSYD0ChmnkL0qA6Wm7u9zGy7QYZFW_De45EzizAgIjwFDyw5y32IgfWVjPUtGS7UfCImOigyrdG9Q=w408-h408-k-no
Lava Bantal,4.4,1224.0,Jl. Berbah - Prambanan,Kabupaten Sleman,Daerah Istimewa Yogyakarta,ID,,,,,,,,https://www.google.com/maps/search/?api=1&query=Lava%20Bantal&query_place_id=ChIJUahybLlRei4RLgrwd1i9VPQ,Taman,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG2-rPSRTN_6ZEJVDTKAFl1fsRX9RUOfinLjE0_CvD8pWNA2uMRScwxYMCNGcwQBZZfr8kKmcG7uh1xaaI6Nx2iE0L0yU1naoVr3dkIZrqhmPJIhivUOz-NOmlINj918LPOZnuBaA=w408-h271-k-no
Goa Rancang Kencono,4.3,810.0,,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta,ID,,+62 857-4395-7979,,,,,,https://www.google.com/maps/search/?api=1&query=Goa%20Rancang%20Kencono&query_place_id=ChIJ2fNEfstSei4RvpNGMsXLqNU,Tujuan Wisata,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH2q82ZT_u0yIvJe0a9OAcQIcYxU5WqzyyhBqDqzgA_BfTvZIf3qPFgr3t1oJjF7PRelw2rg_WsUfUmHpmjS61FhXcI2FnHAHnjQCpw4MyMKaVHZhZFPTN4IFkzx3wfMAFEihXb=w408-h725-k-no
Watu Goyang,4.4,1650.0,"Cempluk, Jl. Watu Goyang No.1",Kabupaten Bantul,Daerah Istimewa Yogyakarta,ID,http://linktr.ee/watugoyang,+62 831-9566-6849,,,,,,https://www.google.com/maps/search/?api=1&query=Watu%20Goyang&query_place_id=ChIJBx8J0I9Uei4RdEXHL46H5fI,Tujuan Wisata,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEVUrVwoZF_2_EpBfmpKnNdY7MumKupFtdQIwhVk4NwyclYtPy5J5f_eMyiAmJn-ujup7Wxm4xmB6q6sFfRQvjfRZCSWzXk7S3he4e5oQPHLHoYXJlmgTTdSYw-9JQiZGTl2zb7=w408-h272-k-no
Bunker Kaliadem Merapi,4.6,17779.0,,Kabupaten Sleman,Daerah Istimewa Yogyakarta,ID,,,,,,,,https://www.google.com/maps/search/?api=1&query=Bunker%20Kaliadem%20Merapi&query_place_id=ChIJ0-rTvq9mei4RBtjAvesIAkA,Tujuan Wisata,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAG6IPXmTarEvt6kY4P_YsV60NuX2eL6rN8BRq2IKJsYjHyEFT4pvA9dNPdYB1AAJNNoTubz-L9I2vxzQXI8v84-QcQqzNpnAlReadaQlAkSzu8aZAl0CWyhHTr9UCEsfpM40xn16oNbnPTP=w408-h306-k-no
Pasar Kebon Empring Bintaran,4.5,3035.0,Jl. Wonosari Jl. Dusun Bintaran Wetan,Kabupaten Bantul,Daerah Istimewa Yogyakarta,ID,,+62 896-0401-6936,,,,,,https://www.google.com/maps/search/?api=1&query=Pasar%20Kebon%20Empring%20Bintaran&query_place_id=ChIJhfFwpz9Rei4Rnpx3Ytv6dDg,Tujuan Wisata,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH77G3peWa_7YY5iw7jC31CGUuFYt1tJRwHSJ10QTX6PB7OiEI5lAMlAmjA7h6DqnOvpUVhfmrZJfSmJkIhPwXkG0uk6OOpd3qtMzEVVJKlJEPqRxcfMeEIagqJ4sNzpfJ9QWt3=w533-h240-k-no
The World Landmarks - Merapi Park Yogyakarta,4.3,18501.0,Jl. Museum Gn. Merapi No.KM. 22.5,Kabupaten Sleman,Daerah Istimewa Yogyakarta,ID,http://www.merapipark.com/,+62 877-0079-9000,,,,,,https://www.google.com/maps/search/?api=1&query=The%20World%20Landmarks%20-%20Merapi%20Park%20Yogyakarta&query_place_id=ChIJYVpFuq1gei4RehfFB44BVfU,Taman,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHg6ocUSWq7KKMCGi1D5lO3BQjEjykHs9nOJBzkmwbGDI55QkYLs-tqpvG2IttujzXrfVoipDpurwikoCdziVUtxjzOQB1go67wYaSNo0cGS7rAZOEXoWqGClHvaSRoAQr1Wf4=w408-h306-k-no
Pintoe Langit Dahromo,4.4,1304.0,Jl. Dahromo,Kabupaten Bantul,Daerah Istimewa Yogyakarta,ID,,,,,,,,https://www.google.com/maps/search/?api=1&query=Pintoe%20Langit%20Dahromo&query_place_id=ChIJPXaDFYNTei4RXhOxYVwhT6c,Tujuan Wisata,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAHPSUTeauk0-VWdTTUw98OEp7-TZfdizJirdYeDf7ctAcrEob_3DxRAWV-EEhEdU63oEx2wSwKWglnNZZQ1zmtvViMJWZsPC0GrKOXg0nhqdFhasNMNgzV76s3czXMp8lVwwnWs=w408-h306-k-no
Pesona Pengklik - Pantai Samas,4.1,1134.0,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Pesona%20Pengklik%20-%20Pantai%20Samas&query_place_id=ChIJVVVVVbQBey4RaGdIIb6VfBc,Pantai,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFOrm170dlf-ZIFXDPS_5iVFaHwXEsMuEQ0v7NGJtkcWXTEOmwARBjwEDMWBl8gcHXJKbFPVtd63cP2yCFhhD31n64yjua8E7p7g8lG-wrAQnOp7vz-H_bf3FQO7qSq1L6m0vwG-g=w408-h306-k-no
Tebing Breksi,4.5,66576.0,"Jl. Desa Lengkong, RT.02/RW.17",Kabupaten Sleman,Daerah Istimewa Yogyakarta,ID,http://www.tebingbreksi.com/,+62 274 2853556,,,,,,https://www.google.com/maps/search/?api=1&query=Tebing%20Breksi&query_place_id=ChIJW2a0WKRaei4Rxziu0Gr8sKQ,Tujuan Wisata,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE0R2F8Gm-NwHT9EMmVzO7APEnabo07aDJ_8ML_HNpIHUqZ2EtI_Xwpl3EfjBYL3HZgCGBZplNc_GEIkHMOzAbLVv63ey81jPSjvCN1n4CGnjdi5Q_oY1YSvT2lQ4Mk7iZnGzk=w408-h545-k-no
Embung Tambakboyo,4.4,11059.0,Jl. Jalak,Kabupaten Sleman,Daerah Istimewa Yogyakarta,ID,,,,,,,,https://www.google.com/maps/search/?api=1&query=Embung%20Tambakboyo&query_place_id=ChIJZa_bVoNZei4RCSHUsYzVwdE,Taman,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFx9G7lQO3G8YjZLvbPb63ww4VOg2CIxHNvldY2znZreIc8FdDfS92pfds9lax6cZetL-7zMfCwQVXV2e0ONUr8FSci9OmdplgYyujH6yUkOvXk1E1y3URP58f_pO3G2mpWGjf5xw=w408-h306-k-no
Teras Kaca Pantai Nguluran,4.1,3517.0,,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta,ID,http://instagram.com/teraskaca,+62 812-2686-3532,,,,,,https://www.google.com/maps/search/?api=1&query=Teras%20Kaca%20Pantai%20Nguluran&query_place_id=ChIJ7VhBUnCvey4RoowIjYAAvjw,Titik Pemandangan,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAE59VHNLSD0H_Dnj3RB_t-ku5j53bfgiCWWekaDLJ3vx1MgMEVS-siVNLJwc4NnZrnHY6PxGm4F4ieTmFgIjzgKJFg200GRb4XwAcKR0uVA4xZVr3ZwGnqITWsYFlqucYti8fn-VQ=w408-h306-k-no
Pantai Depok,4.3,11996.0,,,,,,,,,,,,https://www.google.com/maps/search/?api=1&query=Pantai%20Depok&query_place_id=ChIJP3Znp_sAey4RRLkOwsVzFfk,Pantai,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAFVRQbOCzLqYDFZ7OwSUbF1Nl8cHreEztRhdoHKCvxJ71vrQqCEMqxixJXdpQkOrAVRDWpnylGEUnInkm_DABGeg5Ql7t7c-19YQnV6-RSQbwzjZHn5UuAlGbQruH7idZYMlhHV=w408-h306-k-no
Gembira Loka Zoo (Pintu masuk Timur),4.6,51548.0,"Gembira Loka Zoo, Jl. Kebun Raya No.2",Kota Yogyakarta,Daerah Istimewa Yogyakarta,ID,http://www.gembiralokazoo.com/,+62 812-1744-4646,,,,,,https://www.google.com/maps/search/?api=1&query=Gembira%20Loka%20Zoo%20(Pintu%20masuk%20Timur)&query_place_id=ChIJAakhaxlXei4RD_t3JRH243c,Kebun Binatang,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEXMDa6bFIdS1snFOYkVWtzMDHhFpWjWX6QSyTGIDckqbs0cZfICj87lmFiA4m65Zgeh60N1iHi1Tsv879sBtORRsaeDQUMvLTfy0bzix0bTC1l2HgkdEyTgcwuJz4-x-URq3VF_g=w408-h306-k-no
Puncak Segoro,4.4,2991.0,,Kabupaten Gunungkidul,Daerah Istimewa Yogyakarta,ID,,+62 813-2870-9006,,,,,,https://www.google.com/maps/search/?api=1&query=Puncak%20Segoro&query_place_id=ChIJZ00kIBivey4RK9_X6xzdbTo,Tujuan Wisata,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAECwFW9fPccMioHAuWmaTBsEolgXy978OO383U7qO_TOj4_Gjr0lvoXCxIsh6RxeA9CBQdypNtRSohGHYk4jxMo6OXxGppVin4njId1WGUfSDRsxRMUwPn1_bp1js97Ymo5jfXQ=w426-h240-k-no
Galaxy Waterpark,4.4,3923.0,Jl. Wonosari No.6,Kabupaten Bantul,Daerah Istimewa Yogyakarta,ID,,+62 813-3638-0802,,,,,,https://www.google.com/maps/search/?api=1&query=Galaxy%20Waterpark&query_place_id=ChIJb66ZGThXei4RqhpfUch_Z28,Taman Rekreasi Air,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAH-KtYbvfywRlaWUSrC97jnrNiKo-XOhr2ID7nxWbZzlHN7APueU1nvvKGEGog1YfxIA8HaAohDR-H1l4nuKYez4ILZlP8Wgl97DtaqW8Mq2qj6j6L0XwZETZetRFgn_XQY5pWtfg=w408-h306-k-no
Hutan Pinus Asri,4.5,5056.0,"3CHP+J6P, Jl. Hutan Pinus Nganjir",Kabupaten Bantul,Daerah Istimewa Yogyakarta,ID,,,,,,,,https://www.google.com/maps/search/?api=1&query=Hutan%20Pinus%20Asri&query_place_id=ChIJVS0FhHlTei4RvAIlKGzEcLw,Area Rekreasi Alam,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAEDo0hAXFMi5stN0wKhL6yscoEVkLkIAo5Oq2cFJnYcc88WzUETfHeY9zAwe2qYfFYwwy5Xcgv5Q-hQBWwibU2GvOtgiFYo4FVhIA18mGG99gjz2C7B7ezRwaHYJmhEKdd29jkP=w408-h306-k-no
The Lost World Castle,4.3,22325.0,Jl. Petung Merapi,Kabupaten Sleman,Daerah Istimewa Yogyakarta,ID,,,,,,,,https://www.google.com/maps/search/?api=1&query=The%20Lost%20World%20Castle&query_place_id=ChIJCVFD7Ztdei4RyYO2suhfTyg,Tujuan Wisata,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGoM7VqnOAzu7x21Cgts2g5tcEdxehUVlTOlN6vSIqfxiIDXwN-vq-E5kRNeO7ykSoGUuA9FJ6o7O0tfhYdb12CuMSxmB0eoG_UQQEo3CLKgDE7GZ4Ud8XFY1LnBoElDIi4g-sa=w408-h408-k-no
Kebun Teh Nglinggo,4.5,4340.0,,Kabupaten Kulon Progo,Daerah Istimewa Yogyakarta,ID,,,,,,,,https://www.google.com/maps/search/?api=1&query=Kebun%20Teh%20Nglinggo&query_place_id=ChIJ3xS5Iaryei4R3DSFgg47Y5k,Tujuan Wisata,,,,,,https://lh3.googleusercontent.com/gps-cs-s/APNQkAGyKrn2MsJ2qmFk-Z-0Fr6DwwQPNHTOKfCN33CG3ouzG4A13e6ry-EAStO2fqwkXRMk4rz5lvD3iy5iqXu6LMj93PRalumaBowCQ9_FUUfU5iIRfoGECKQH_R0OjihDPkQlpBKz=w408-h448-k-no
